的	〔白勹丶-·-rqyy〕
図	〔囗-·-luqi〕
囶	〔囗土-·-lwfd〕
囷	〔囗禾-·-lti〕
囸	〔囗一-·-lghd〕
囻	〔囗-·-lnav〕
囼	〔囗厶口-·-lckd〕
圀	〔囗-·-lwyv〕
圁	〔囗-·-lyd〕
圂	〔囗-·-lei〕
圅	〔囗-·-cluf〕
圇	〔囗人一-·-lwga〕
國	〔囗口-·-lakg〕
圌	〔囗山-·-lmdj〕
圍	〔囗丨丨-·-lnhh〕
圎	〔囗厶-·-lcmi〕
圏	〔囗大-·-ludn〕
圐	〔囗-·-llyv〕
圑	〔囗一⺝寸-·-lgef〕
園	〔囗土口-·-lfke〕
圓	〔囗口-·-lkmi〕
圔	〔囗土厶-·-lfcl〕
圕	〔囗土日-·-lvfj〕
圖	〔囗口口-·-lkfk〕
圗	〔囗厶-·-lcfd〕
團	〔囗一日寸-·-lgjf〕
圙	〔囗-·-lwdd〕
圚	〔囗口丨-·-lkhm〕
圛	〔囗土-·-llff〕
圝	〔囗-·-lxyx〕
圞	〔囗-·-lxys〕
圠	〔土-·-fnn〕
圡	〔土丶-·-fyi〕
圢	〔土-·-fsh〕
圤	〔土-·-fhy〕
圥	〔土-·-fqb〕
圦	〔土-·-ftyy〕
圧	〔土-·-dfd〕
圫	〔土-·-ftan〕
圱	〔𠂇土-·-tdfg〕
圲	〔土-·-ftfh〕
圴	〔土勹丶-·-fqyy〕
圵	〔土⺊-·-fhg〕
圶	〔大土-·-dff〕
圷	〔土一-·-fghy〕
圸	〔土山-·-fmh〕
圼	〔日土-·-jff〕
圽	〔土勹-·-fqrt〕
圿	〔土人-·-fwjh〕
坁	〔土-·-fqan〕
坃	〔土-·-ffqn〕
坄	〔土-·-fmcy〕
坅	〔土人丶-·-fwyn〕
坆	〔土-·-fty〕
坈	〔土-·-fpmn〕
坉	〔土一-·-fgbn〕
坋	〔土-·-fwvn〕
坒	〔土-·-xxff〕
坓	〔土-·-fjff〕
坔	〔土-·-iff〕
坕	〔丨土-·-rhyf〕
坖	〔土-·-fqff〕
坘	〔土一一-·-fgxg〕
坙	〔一土-·-gvff〕
坢	〔土-·-fufh〕
坣	〔土-·-ipff〕
坥	〔土一-·-fegg〕
坧	〔土-·-fdg〕
坬	〔土-·-frcy〕
坮	〔土厶口-·-fckg〕
坰	〔土冂口-·-fmkg〕
坱	〔土大-·-fmdy〕
坲	〔土-·-fxjh〕
坴	〔土土-·-fwff〕
坵	〔土一-·-frgg〕
坸	〔土勹口-·-fqkg〕
坹	〔土-·-fpwy〕
坺	〔土-·-fdcy〕
坽	〔土人丶-·-fwyc〕
坾	〔土-·-fpsh〕
坿	〔土亻寸-·-fwfy〕
垀	〔土-·-ftuh〕
垁	〔土大-·-ftdy〕
垇	〔土一-·-fmmg〕
垈	〔亻土-·-waff〕
垉	〔土勹-·-fqnn〕
垊	〔土-·-fnan〕
垍	〔土-·-fthg〕
垎	〔土口-·-ftkg〕
垏	〔土丨-·-fvfh〕
垐	〔人土-·-uqwf〕
垑	〔土-·-fqqy〕
垔	〔覀土-·-sff〕
垕	〔一口土-·-rgkf〕
垖	〔土亻-·-fwnn〕
垗	〔土-·-fiqn〕
垘	〔土亻-·-fwdy〕
垙	〔土-·-fiqn〕
垚	〔土土土-·-ffff〕
垜	〔土-·-fesy〕
垝	〔土-·-fqdb〕
垞	〔土-·-fpta〕
垟	〔土-·-fudh〕
垥	〔土人一口-·-fwgk〕
垨	〔土寸-·-fpfy〕
垪	〔土-·-fuah〕
垬	〔土-·-fawy〕
垯	〔土大辶-·-fdpy〕
垰	〔土⺊一-·-fhgh〕
垱	〔土-·-fivg〕
垳	〔土-·-ftfh〕
垵	〔土女-·-fpvg〕
垶	〔土-·-fuh〕
垷	〔土-·-fhqn〕
垹	〔土-·-fdtb〕
垺	〔土-·-febg〕
垻	〔土-·-fmy〕
垼	〔土-·-tmcf〕
垽	〔土-·-irff〕
垾	〔土日-·-fjfh〕
垿	〔土-·-fycb〕
埀	〔一土-·-tguf〕
埁	〔土山人-·-fmwn〕
埄	〔土丨-·-ftdh〕
埅	〔土-·-byff〕
埆	〔土-·-fqeh〕
埇	〔土-·-fceh〕
埈	〔土厶-·-fcwt〕
埉	〔土大人人-·-fdww〕
埊	〔山土-·-miff〕
埌	〔土丶-·-fyve〕
埍	〔土口⺝-·-fkeg〕
埐	〔土-·-fvpc〕
埑	〔土-·-rrff〕
埓	〔土寸-·-fefy〕
埖	〔土亻-·-fawx〕
埗	〔土-·-fhit〕
埛	〔土冂口-·-fmwk〕
埜	〔土-·-ssff〕
埞	〔土一龰-·-fpgh〕
埡	〔土一丨一-·-fghg〕
埢	〔土大-·-fudb〕
埣	〔土人-·-fywf〕
埥	〔土⺝-·-fgeg〕
埦	〔土-·-fpqb〕
埧	〔土-·-fhwy〕
埨	〔土人一-·-fwga〕
埩	〔土-·-fqvh〕
埪	〔土-·-fpwa〕
埫	〔土冂口-·-fimk〕
埬	〔土一日-·-fgji〕
埮	〔土-·-fooy〕
埰	〔土-·-fesy〕
埱	〔土⺊-·-fhic〕
埲	〔土人丨-·-fdwh〕
埳	〔土-·-fqvg〕
埵	〔土一-·-ftgf〕
埶	〔土土丶-·-fwfy〕
執	〔土丶-·-fufy〕
埻	〔土-·-fybg〕
埼	〔土大口-·-fdsk〕
埾	〔土-·-bcff〕
埿	〔土-·-inxf〕
堁	〔土日-·-fjsy〕
堃	〔土-·-yyff〕
堄	〔土-·-fvqn〕
堅	〔丨土-·-ahnf〕
堈	〔土冂山-·-fmum〕
堉	〔土厶⺝-·-fyce〕
堊	〔一丨一土-·-ghgf〕
堌	〔土囗-·-fldg〕
堎	〔土土-·-ffwt〕
堏	〔土-·-syff〕
堐	〔土土土-·-fdff〕
堒	〔土日-·-fjxx〕
堓	〔土山-·-fmdf〕
堔	〔土-·-fpws〕
堖	〔土-·-fvtq〕
堗	〔土-·-fpwd〕
堘	〔土大土-·-fudf〕
堚	〔土-·-fplh〕
堛	〔土一口-·-fgkl〕
堜	〔土一-·-fgli〕
堝	〔土口-·-fmnk〕
堟	〔土-·-fxey〕
堢	〔土亻口-·-fwks〕
堣	〔土日冂丶-·-fjmy〕
堥	〔土-·-cbtf〕
堦	〔土白-·-fxxr〕
堧	〔土冂大-·-fdmd〕
堨	〔土日勹-·-fjqn〕
堩	〔土一一-·-fngg〕
堫	〔土-·-fqbt〕
堬	〔土人一刂-·-fwgj〕
堭	〔土白王-·-frgg〕
堮	〔土口口-·-fkkn〕
堯	〔土土土-·-fffq〕
報	〔土-·-fufc〕
堲	〔土-·-vcbf〕
堳	〔土-·-fnhg〕
場	〔土日一-·-fjgr〕
堶	〔土𠂇⺝-·-fdae〕
堷	〔土日-·-fujg〕
堸	〔土-·-fmtj〕
堹	〔土一土-·-ftgf〕
堺	〔土-·-flwj〕
堻	〔土-·-ivff〕
堼	〔土土寸土-·-ffff〕
堽	〔土一-·-flgh〕
堾	〔土人日-·-fdwj〕
堿	〔土一-·-fdgt〕
塀	〔土-·-fnua〕
塁	〔土-·-liff〕
塂	〔土-·-fawn〕
塃	〔土-·-fayq〕
塅	〔土-·-fwdc〕
塆	〔土-·-fyox〕
塇	〔土一一-·-fpgg〕
塈	〔土-·-vcaf〕
塉	〔土人⺝-·-fiwe〕
塊	〔土白厶-·-frqc〕
塋	〔土-·-oopf〕
塎	〔土口-·-fpwk〕
塏	〔土山一-·-fmgu〕
塐	〔土-·-fgxi〕
塒	〔土日土寸-·-fjff〕
塓	〔土日-·-fpju〕
塕	〔土厶-·-fwcn〕
塖	〔土禾-·-ftux〕
塗	〔人土-·-iwtf〕
塙	〔土冂口-·-fymk〕
塚	〔土丶-·-fpey〕
塛	〔土覀-·-fssy〕
塜	〔土一-·-fpge〕
塝	〔土-·-fupy〕
塟	〔一土-·-agqf〕
塠	〔土亻辶-·-fwnp〕
塡	〔土-·-fxhw〕
塢	〔土亻-·-fwno〕
塣	〔口王土-·-ikgf〕
塤	〔土口-·-fkmy〕
塦	〔土-·-blff〕
塧	〔土-·-fuwl〕
塨	〔土-·-fawn〕
塩	〔土口-·-ftkl〕
塪	〔土-·-fevg〕
塭	〔土日-·-fjlg〕
塮	〔土寸-·-ftmf〕
塯	〔土丶-·-fqyl〕
塰	〔土-·-itxf〕
塱	〔丶土-·-yvcf〕
塲	〔土日-·-ftjr〕
塳	〔土辶-·-ftdp〕
塴	〔土山-·-fmee〕
塵	〔土-·-ynjf〕
塶	〔土-·-fynx〕
塷	〔土囗-·-fhlo〕
塸	〔土口口-·-fakk〕
塹	〔土-·-lrff〕
塺	〔土-·-yssf〕
塻	〔土日大-·-fajd〕
塼	〔土一日寸-·-fgjf〕
塽	〔土大-·-fdqq〕
塿	〔土口一女-·-fkgv〕
墂	〔土覀-·-fsfi〕
墄	〔土⺊-·-fdht〕
墆	〔土丨-·-faqh〕
墇	〔土-·-fujh〕
墈	〔土力-·-fadl〕
墊	〔土土-·-fuff〕
墋	〔土厶厶-·-fcce〕
墌	〔土-·-fyao〕
墍	〔白土-·-rxaf〕
墎	〔土-·-fybb〕
墏	〔丨土-·-nhdf〕
墐	〔土口-·-fakg〕
墑	〔土冂-·-fumd〕
墔	〔土山亻-·-fmwy〕
墕	〔土一-·-fgho〕
墖	〔土人一-·-fwgl〕
増	〔土日-·-fulj〕
墘	〔土-·-ffjn〕
墛	〔土寸-·-fnff〕
墜	〔土-·-buef〕
墝	〔土土土-·-fffq〕
墠	〔土口口-·-fkkf〕
墡	〔土口-·-fudk〕
墢	〔土-·-fwxc〕
墣	〔土一-·-fogy〕
墤	〔土口丨-·-fkhm〕
墥	〔土日土-·-fujf〕
墦	〔土米-·-ftol〕
墧	〔土大口-·-ftdk〕
墪	〔土-·-ybtf〕
墫	〔土寸-·-fusf〕
墬	〔土-·-bxef〕
墭	〔土-·-fdnl〕
墮	〔𠂇土-·-bdaf〕
墯	〔𠂇土-·-ndaf〕
墰	〔土覀-·-fsjh〕
墱	〔土一-·-fwgu〕
墲	〔土-·-frlo〕
墳	〔土-·-ffam〕
墴	〔土-·-famw〕
墵	〔土厶-·-fffc〕
墶	〔土土辶-·-ffup〕
墷	〔土一-·-fagf〕
墸	〔土土日-·-fafj〕
墹	〔土日-·-fujg〕
墺	〔土大-·-ftmd〕
墻	〔土土人口-·-ffwk〕
墽	〔土白-·-fryt〕
墾	〔土-·-eevf〕
墿	〔土土-·-flff〕
壀	〔土口-·-fnku〕
壂	〔土-·-nawf〕
壃	〔土一一-·-fglg〕
壄	〔土-·-scbf〕
壆	〔土-·-wfqf〕
壇	〔土囗一-·-fylg〕
壈	〔土囗禾-·-fylt〕
壉	〔土-·-fhae〕
壊	〔土-·-ffle〕
壋	〔土-·-fipl〕
壌	〔土-·-fufe〕
壍	〔土-·-ilrf〕
壎	〔土一-·-ftgo〕
壏	〔土丨-·-fahl〕
壐	〔一冂土-·-gwmf〕
壒	〔土土-·-fafl〕
壓	〔日⺝土-·-djef〕
壔	〔土寸-·-ffnf〕
壖	〔土-·-ffdj〕
壗	〔土丨-·-fvhl〕
壘	〔土-·-lllf〕
壙	〔土-·-fyaw〕
壚	〔土-·-fhal〕
壛	〔土-·-fuqv〕
壜	〔土日厶-·-fjfc〕
壝	〔土口丨辶-·-fkhp〕
壞	〔土-·-fyle〕
壟	〔⺝一土-·-uegf〕
壠	〔土⺝-·-fued〕
壡	〔一土-·-hpgf〕
壢	〔土禾-·-fdth〕
壣	〔土一-·-fbxg〕
壥	〔土土-·-fdlf〕
壦	〔土口-·-faky〕
壧	〔土口口-·-fkkt〕
壨	〔土-·-lllf〕
壩	〔土-·-ffae〕
壪	〔土-·-fxyx〕
壭	〔-·-fbj〕
壯	〔丨-·-nhdf〕
壱	〔-·-fpxb〕
売	〔-·-fpqb〕
壴	〔口-·-fkuf〕
壵	〔-·-ffff〕
壷	〔口一-·-fpkg〕
壸	〔一一-·-fpgg〕
壺	〔丨一-·-fphg〕
壻	〔土龰⺝-·-fnhe〕
壼	〔一一-·-fpgg〕
壽	〔寸-·-fnaf〕
壾	〔口-·-fkun〕
壿	〔土寸-·-fusf〕
夀	〔口寸-·-fnkf〕
夁	〔囗-·-flld〕
夃	〔-·-eci〕
夅	〔丨-·-tahj〕
夆	〔丨-·-tdhj〕
夈	〔米-·-tou〕
変	〔-·-yotu〕
夊	〔-·-qyi〕
夋	〔厶-·-cwtu〕
夌	〔土-·-fwtu〕
夎	〔人人土-·-wwft〕
夐	〔人-·-qmwt〕
夑	〔-·-oyot〕
夒	〔-·-dhht〕
夓	〔-·-vdht〕
夗	〔-·-qbn〕
夘	〔-·-qbh〕
夛	〔-·-vqu〕
夝	〔-·-qtgg〕
夞	〔口-·-qhkx〕
夠	〔勹口-·-qqqk〕
夡	〔口-·-qqfk〕
夢	〔-·-alpq〕
夣	〔厶-·-yclq〕
夦	〔-·-adwq〕
夨	〔一-·-gnyi〕
夬	〔人-·-nwi〕
夰	〔大-·-djj〕
夲	〔大-·-dfj〕
夳	〔大-·-dff〕
夵	〔大-·-diu〕
夶	〔大大-·-ddy〕
夻	〔大口-·-dkf〕
夽	〔大厶-·-dfcu〕
夾	〔大人人-·-dwwi〕
夿	〔大-·-dcb〕
奀	〔一大-·-gidu〕
奃	〔大丶-·-dqay〕
奅	〔大-·-dqtb〕
奆	〔大-·-danf〕
奊	〔土土一-·-ffgy〕
奌	〔口大-·-hkdu〕
奍	〔大-·-udjj〕
奐	〔大-·-qmwd〕
奒	〔大人-·-dynw〕
奓	〔大-·-dqqu〕
奙	〔厶大日-·-cdjn〕
奛	〔大日-·-djef〕
奜	〔大-·-djdd〕
奝	〔大土口-·-dmfk〕
奞	〔大亻-·-dwyf〕
奟	〔大-·-deef〕
奡	〔大-·-dhdj〕
奣	〔一大日-·-gdje〕
奤	〔大冂-·-ddmd〕
奦	〔大-·-cbtd〕
奧	〔大-·-tmtd〕
奨	〔寸大-·-uefd〕
奩	〔大口口-·-dakk〕
奪	〔大亻寸-·-dwyf〕
奫	〔大丨-·-dith〕
奬	〔丨大-·-nhdd〕
奭	〔大日日-·-ddjj〕
奮	〔大亻-·-dwyl〕
奯	〔大-·-dhdt〕
奰	〔大-·-llld〕
奱	〔大-·-xyxd〕
奲	〔大土-·-dftf〕
奵	〔女-·-vsh〕
奷	〔女-·-vtfh〕
奺	〔女-·-vqyy〕
奻	〔女女-·-vvg〕
奼	〔女-·-vtan〕
奾	〔女山-·-vmh〕
奿	〔丶女-·-vyvd〕
妀	〔女-·-nvg〕
妅	〔女-·-vag〕
妉	〔女-·-vpqn〕
妋	〔女人-·-vfwy〕
妌	〔女-·-vfjh〕
妎	〔女人-·-vwjh〕
妏	〔女文-·-vyy〕
妐	〔女厶-·-vwcy〕
妑	〔女-·-vcn〕
妔	〔女-·-vymn〕
妕	〔女口丨-·-vkhh〕
妘	〔女厶-·-vfcy〕
妚	〔女一-·-vgiy〕
妛	〔丨一女-·-bhgv〕
妜	〔女人-·-vnwy〕
妝	〔丨女-·-nhdv〕
妟	〔日女-·-jvf〕
妠	〔女冂人-·-vmwy〕
妡	〔女-·-vrh〕
妢	〔女-·-vwvn〕
妦	〔女丨-·-vdhh〕
妧	〔女-·-vfqn〕
妬	〔女-·-vdg〕
妭	〔女-·-vdcy〕
妰	〔女丨-·-vthf〕
妱	〔女口-·-vvkg〕
妳	〔女-·-vqiy〕
妴	〔女-·-qbvf〕
妵	〔女丶王-·-vygg〕
妶	〔女-·-vyxy〕
妷	〔女人-·-vrwy〕
妸	〔女口-·-vskg〕
妺	〔女一-·-vgsy〕
妼	〔女-·-vntt〕
妽	〔女日丨-·-vjhh〕
妿	〔力口女-·-lkvf〕
姀	〔女禾-·-vty〕
姁	〔女勹口-·-vqkg〕
姂	〔女-·-vtpy〕
姃	〔女一-·-vghg〕
姄	〔女-·-vnan〕
姅	〔女-·-vufh〕
姇	〔亻寸女-·-wfvf〕
姈	〔女人丶-·-vwyc〕
姉	〔女一冂丨-·-vgmh〕
姌	〔女冂土-·-vmfg〕
姍	〔女冂-·-vmah〕
姎	〔女大-·-vmdy〕
姏	〔女-·-vafg〕
姕	〔女-·-hxvf〕
姖	〔女-·-vang〕
姙	〔女亻-·-vwtf〕
姛	〔女冂一口-·-vmgk〕
姞	〔女口-·-vfkg〕
姟	〔女人-·-vynw〕
姠	〔女冂口-·-vtmk〕
姡	〔女-·-vtdg〕
姢	〔女厶⺝-·-vceg〕
姤	〔女一口-·-vrgk〕
姦	〔女女女-·-vvvf〕
姧	〔女女-·-vvfh〕
姩	〔女丨-·-vrhf〕
姪	〔女一厶土-·-vgcf〕
姫	〔女丨丨-·-vahh〕
姭	〔力力力女-·-lllv〕
姮	〔女一日一-·-vgjg〕
姯	〔女-·-viqn〕
姰	〔女勹日-·-vqjg〕
姱	〔女大-·-vdfn〕
姲	〔女女-·-vpvg〕
姳	〔女口-·-vqkg〕
姴	〔一刂女-·-gqjv〕
姵	〔女一丨-·-vmgh〕
姶	〔女人一口-·-vwgk〕
姷	〔女𠂇⺝-·-vdeg〕
姸	〔女-·-vftf〕
姺	〔女土-·-vtfq〕
姼	〔女-·-vqqy〕
姽	〔女-·-vqdb〕
姾	〔女人王-·-vwgg〕
娀	〔女𠂇-·-vadt〕
娂	〔女-·-vawy〕
娊	〔女-·-vhqn〕
娋	〔女⺝-·-vieg〕
娍	〔女-·-vdnt〕
娎	〔女-·-rrvf〕
娏	〔女-·-vdne〕
娐	〔女-·-vebg〕
娒	〔女-·-vtxu〕
娔	〔女-·-vdqn〕
娕	〔女一口-·-vgki〕
娖	〔女口龰-·-vkhy〕
娗	〔女-·-vtfp〕
娙	〔女一-·-vgva〕
娚	〔女力-·-vlln〕
娛	〔女口大-·-vknd〕
娝	〔女一口-·-vgik〕
娞	〔女女-·-vevg〕
娡	〔女-·-vfny〕
娢	〔女人丶口-·-vwyk〕
娤	〔丨女-·-nhdv〕
娦	〔女一-·-vrgw〕
娧	〔女口-·-vukq〕
娨	〔女日-·-vjfh〕
娪	〔女五口-·-vgkg〕
娫	〔女-·-vthp〕
娬	〔女一-·-vgah〕
娭	〔女厶大-·-vctd〕
娮	〔女-·-vyg〕
娯	〔女口-·-vknw〕
娰	〔女亻𠄌人-·-vwnw〕
娳	〔女禾刂-·-vtjh〕
娵	〔女-·-vbcy〕
娷	〔女一-·-vtgf〕
娸	〔女-·-vadw〕
娹	〔女-·-vxyx〕
娺	〔女-·-vccc〕
娻	〔女一日-·-vgji〕
娽	〔女-·-vviy〕
娾	〔女土土-·-vdff〕
娿	〔口女-·-bskv〕
婁	〔口一口女-·-kgkv〕
婂	〔女白冂丨-·-vrmh〕
婃	〔女-·-vpfi〕
婄	〔女口-·-vukg〕
婅	〔女勹米-·-vqoy〕
婇	〔女-·-vesy〕
婈	〔女土-·-vfwt〕
婋	〔女-·-vham〕
婌	〔女⺊-·-vhic〕
婍	〔女大口-·-vdsk〕
婎	〔女亻-·-vwyg〕
婏	〔女口丶-·-vqky〕
婐	〔女日-·-vjsy〕
婑	〔女禾女-·-vtvg〕
婒	〔女-·-vooy〕
婓	〔女-·-djdv〕
婔	〔女-·-vdjd〕
婖	〔女一大-·-vgdn〕
婗	〔女-·-vvqn〕
婘	〔女大-·-vudb〕
婙	〔女-·-vqvh〕
婛	〔女-·-vyiy〕
婜	〔丨女-·-ahnv〕
婝	〔女一龰-·-vpgh〕
婞	〔女土-·-vfuf〕
婟	〔女囗-·-vldg〕
婠	〔女-·-vpnn〕
婡	〔女人人-·-vsww〕
婣	〔女丨丨-·-vthh〕
婤	〔女土口-·-vmfk〕
婥	〔女-·-vhjh〕
婦	〔女丨-·-vvph〕
婨	〔女人一-·-vwga〕
婩	〔女山-·-vmdf〕
婫	〔女日-·-vjxx〕
婬	〔女-·-vetf〕
婭	〔女一丨一-·-vghg〕
婮	〔女-·-vndg〕
婯	〔一冂丶女-·-gmyv〕
婰	〔女-·-vmaw〕
婱	〔女-·-xyxv〕
婲	〔女亻-·-vawx〕
婳	〔女一-·-vglb〕
婸	〔女日一-·-vjgr〕
婹	〔女覀女-·-vsvg〕
婻	〔女冂-·-vfmf〕
婼	〔女𠂇口-·-vadk〕
婽	〔女丨-·-vnhc〕
婾	〔女人一-·-vwgb〕
媀	〔女日冂丶-·-vjmy〕
媁	〔女丨丨-·-vnhh〕
媂	〔女丨-·-vuph〕
媃	〔女-·-vcbs〕
媄	〔女王大-·-vugd〕
媅	〔女-·-vadn〕
媆	〔女冂大-·-vdmd〕
媇	〔女-·-vusy〕
媈	〔女-·-vplh〕
媉	〔女一土-·-vngf〕
媊	〔女⺝刂-·-vuej〕
媋	〔女人日-·-vdwj〕
媌	〔女-·-valg〕
媍	〔女-·-vqmy〕
媎	〔女土日-·-vftj〕
媏	〔女山-·-vmdj〕
媐	〔丨口女-·-ahkv〕
媑	〔女一土-·-vtgf〕
媓	〔女白王-·-vrgg〕
媔	〔女冂-·-vdmd〕
媕	〔女人一-·-vwga〕
媖	〔女大-·-vamd〕
媗	〔女一一-·-vpgg〕
媘	〔女白-·-vxxr〕
媙	〔女一-·-vdgt〕
